Date,Open,High,Low,Close,Volume
2020-01-02,206.88195182101686,208.5802459716797,206.47668109608105,208.5802459716797,30969400
2020-01-03,205.82051493847678,207.91442086514243,205.8012121274127,206.66964721679688,27518900
2020-01-06,205.04855439323734,208.03019807401319,204.7976767566402,208.00125122070312,21655300
2020-01-07,208.07846393495007,208.5609311593145,207.31617219889597,207.97232055664062,22139300
2020-01-08,207.94331069846677,210.49073628234348,207.61523661899426,209.5354461669922,26397300
2020-01-09,211.262754970482,211.71627534875006,210.07588969641512,211.31100463867188,23547000
2020-01-10,212.1408497914396,212.16013787981402,210.39430602726887,210.7706298828125,21898500
2020-01-13,211.63903592036166,213.23117158174475,211.30130303523023,213.2022247314453,22756900
2020-01-14,213.09606135304355,213.4530970127423,212.0346425864131,212.3627166748047,24418100
2020-01-15,212.47856233403385,213.44349678125812,211.75486149861567,212.44961547851562,25742100
2020-01-16,213.51103254704745,214.52421658207058,213.05751221445357,214.48561096191406,18805000
2020-01-17,215.45052826887257,215.72070869364845,214.33120095267023,215.54702758789062,24325200
2020-01-21,214.94877626655557,215.99090715933454,214.8522916632074,215.45054626464844,21146300
2020-01-22,216.54090919161342,217.25495114843167,215.74965600043456,216.01983642578125,20736400
2020-01-23,215.89439905462294,216.8110836671597,214.8908591676784,216.71458435058594,26496100
2020-01-24,217.7277938445321,217.95938339726447,213.89700316166594,214.89088439941406,37436500
2020-01-27,210.03721908792198,211.59076369109525,209.56439604392074,210.4521484375,42264400
2020-01-28,211.93816369980627,214.17681828654543,211.37850005312148,213.6846923828125,26731900
2020-01-29,214.87157741970216,215.11281101105197,213.0864576779516,214.03208923339844,28924500
2020-01-30,212.65220221296266,214.89084188489008,211.9863952638459,214.7943572998047,39568100
2020-01-31,215.6917827219378,215.72072957569955,210.635521224754,211.38818359375,52015800
2020-02-03,212.4206190682791,215.07418817910576,212.2758848244524,214.5820770263672,25408600
2020-02-04,217.51550342739253,219.8699456406729,216.77249984152587,219.49362182617188,30691200
2020-02-05,222.1375403059232,222.17613120098076,218.8953603430965,220.21731567382812,38534800
2020-02-06,220.76729310039363,222.17610353610948,219.98569874016727,222.1182098388672,22467100
2020-02-07,221.12438822534855,222.3595031776879,220.52611883762705,221.16297912597656,25884900
2020-02-10,220.42961348394476,223.84547473179325,220.37171977658414,223.83583068847656,21478900
2020-02-11,225.07091341687644,225.81391691071428,223.28577916802303,223.8743896484375,30198000
2020-02-12,225.19639999388144,226.1613344153498,224.63673626258208,226.05519104003906,24471300
2020-02-13,224.4823671274523,226.69206070949218,224.21218663856706,225.76573181152344,22773200
2020-02-14,226.12271767078667,226.62448766791402,225.36042599376344,226.41220092773438,23438500
2020-02-18,225.312143195869,226.92358159663237,225.07090963784344,226.49900817871094,24394500
2020-02-19,227.84999575644028,229.14300449564539,227.5798152653745,228.67018127441406,22230500
2020-02-20,228.16839973015465,228.64120817338554,223.74899831392506,226.54730224609375,42604000
2020-02-21,225.41835817220684,225.80432609818962,221.27879547967115,222.1954803466797,66017200
2020-02-24,213.90664027979352,216.38652863409405,212.53643526554671,213.62681579589844,84522600
2020-02-25,215.42160464835848,216.1356614043988,207.21001821068182,207.8179168701172,97743000
2020-02-26,209.11096837002466,212.55577698405872,207.36442450366403,208.88902282714844,79537700
2020-02-27,203.50464161533938,208.83108316911995,198.29400219176284,198.42909240722656,121822600
2020-02-28,191.67457720562786,199.90546682811066,191.2210568394317,198.58351135253906,148173700
2020-03-02,201.55551631499304,208.97586472704313,198.7186066242956,208.83111572265625,112933900
2020-03-03,209.4969464972403,211.90928293854066,200.33971206552008,202.13449096679688,131953500
2020-03-04,205.83982033147532,210.67413654065027,203.95818640798947,210.5679931640625,73086200
2020-03-05,205.23192028515942,208.77322811820233,202.73274347451803,204.1704864501953,78705500
2020-03-06,197.4931260339803,201.8160281142365,195.79484675481234,200.7256622314453,89828400
2020-03-09,186.695462848153,194.10616507930882,185.37350772022748,186.78231811523438,116424000
2020-03-10,194.05797065567722,197.13611395181965,186.88849993138504,196.95277404785156,100599200
2020-03-11,192.35964911661964,193.71055118056694,185.9717743532249,188.3744659423828,89168800
2020-03-12,175.70488361477723,184.090165059597,170.73547784621712,171.10215759277344,137820700
2020-03-13,180.51032520767626,187.66047950338998,171.8838074075311,185.59552001953125,134882000
2020-03-16,168.04332651100887,178.20408496662907,163.2283130879234,163.3634033203125,92054400
2020-03-17,169.31707701200298,177.92429195707268,163.82659673122666,175.75318908691406,121257100
2020-03-18,165.5923968572682,172.93554840246654,160.95106464019284,170.4074249267578,114156300
2020-03-19,169.52931500602483,177.0558057342062,165.61168397711026,171.43023681640625,120896500
2020-03-20,175.3671456595033,176.45751128622436,164.13531223404547,164.71426391601562,118983900
2020-03-23,165.27804414127883,168.45945171990107,159.48576469527103,164.83323669433594,124639800
2020-03-24,173.9712887788832,177.76189029953622,172.07598064100364,177.59750366210938,94881800
2020-03-25,178.3324252548365,183.25440443543883,174.03898413470367,176.28240966796875,88754900
2020-03-26,177.80058660536167,186.3584607471608,177.54917431919645,185.56552124023438,79887600
2020-03-27,180.75953415255316,184.22136204856727,178.5644762553733,179.183349609375,58845000
2020-03-30,180.8852874111773,186.1360548585684,180.1890528904723,185.70089721679688,49356900
2020-03-31,185.39145554019893,188.8049314821045,182.95463487952495,184.11502075195312,62659300
2020-04-01,178.67090297547543,181.465505933787,174.88996522155114,176.29209899902344,53715400
2020-04-02,175.2573842174988,183.824921648931,174.99629262025297,179.8699188232422,56465300
2020-04-03,179.4250941276344,180.8949238510251,175.30570506479134,177.31704711914062,47487600
2020-04-06,184.19243885060902,191.12576244843973,182.94502697112964,189.994384765625,64763500
2020-04-07,195.68991287235582,195.97034845202333,189.53018653170977,189.91697692871094,69904500
2020-04-08,191.60921023275824,194.52952641428732,189.694572688958,193.9493408203125,45940400
2020-04-09,195.67057303429524,196.51185021730672,192.46015684446024,194.22975158691406,68252600
2020-04-13,193.39811423221227,196.7052202149705,192.18937601826093,196.32809448242188,42853900
2020-04-14,200.389466785582,205.48551160481105,199.6062067256936,204.86663818359375,63959600
2020-04-15,201.5982075323094,204.83763212714518,200.28309965189658,202.516845703125,47036000
2020-04-16,204.70225135391578,207.2937791918744,202.76827007002805,206.21075439453125,64657400
2020-04-17,209.03439778088674,209.36317110901123,205.07940898198402,208.18344116210938,62863200
2020-04-20,206.31716570609163,208.75398674833977,205.55324943661512,205.71763610839844,38249100
2020-04-21,203.64821627299904,204.1897286216207,196.90829094118718,198.12669372558594,72932800
2020-04-22,202.19777447502784,205.34049445523922,201.45318745597828,204.00604248046875,40089100
2020-04-23,204.79894458489593,207.3614786768966,203.164742770203,203.5708770751953,43278500
2020-04-24,204.0060370812345,207.22611800788738,202.58455951662805,206.7812957763672,34231900
2020-04-27,209.05371262008055,209.47919087022674,207.41949604797642,208.4445037841797,36451700
2020-04-28,210.14643256069022,210.14643256069022,204.23811860921205,204.51853942871094,46862800
2020-04-29,209.05369391477745,212.70891709291465,208.03835086416044,211.77093505859375,48716400
2020-04-30,212.6896085712704,212.7766341959323,210.17544152091165,211.68394470214844,43359500
2020-05-01,207.4195346707809,209.51790301781625,204.69261342622312,205.71763610839844,48795000
2020-05-04,204.47987321712668,208.3381569178671,204.15108514385525,208.11575317382812,32841000
2020-05-05,210.2624043546802,212.87327560060322,209.6918835343506,210.4751434326172,37783100
2020-05-06,212.1577253849692,213.74358933127684,210.91031404056895,211.77093505859375,36455200
2020-05-07,214.49790954589844,215.377859973174,213.14411355258957,214.49790954589844,38624800
2020-05-08,216.17077505483903,217.5729086260745,215.13608791803244,217.43753051757812,31852300
2020-05-11,216.11271611678495,220.40614162116825,215.8806330806949,219.38113403320312,35714100
2020-05-12,219.98074507734898,220.57061006272218,214.75898584082177,214.78799438476562,41054100
2020-05-13,215.31016306354104,217.19579206737671,209.5565710753828,212.09974670410156,65521200
2020-05-14,210.77495333943116,214.54621097558282,208.86031598223929,214.50753784179688,51549300
2020-05-15,211.55823072461362,215.9580414970441,211.12308784714412,215.9000244140625,55747200
2020-05-18,218.81066551524188,221.13143741092526,218.02740536932643,219.92269897460938,42398100
2020-05-19,220.18375905007426,222.26279771562062,219.22644778898936,219.37149047851562,36237300
2020-05-20,221.92438689362402,224.10978077298142,221.90504294634235,223.7519989013672,37417000
2020-05-21,223.80037448140197,224.47726515501014,220.8026968131386,221.31520080566406,43642900
2020-05-22,220.90902107183743,222.28214608657132,219.990382863648,222.07908630371094,28762400
2020-05-26,225.65696031370206,225.8600348619228,221.23780553697372,221.47955322265625,33055300
2020-05-27,221.14113226195565,222.8043576473141,216.54792588200723,222.6883087158203,55665600
2020-05-28,221.54725203379826,225.7633323075348,221.4892349494293,222.39820861816406,42784300
2020-05-29,222.7753387937141,225.8890502602244,221.20880370946887,225.65696716308594,50691800
2020-06-01,224.78670104578745,226.71100340739366,224.34187875944727,226.33387756347656,25776000
2020-06-02,226.75933125151207,227.91005260674,224.3515189681753,227.85203552246094,33383400
2020-06-03,228.46123097949086,229.6312962879261,227.58128060433918,228.87704467773438,37228700
2020-06-04,228.52891091294072,229.9407090536174,225.96637673838893,227.27182006835938,38716100
2020-06-05,228.4225410172492,232.36786478656794,227.85202005376001,231.7779998779297,47365600
2020-06-08,231.6329233007109,233.70228260763002,230.05673864618694,233.5765838623047,32937300
2020-06-09,232.71598969956634,236.1197864027292,232.53225910235722,235.2688446044922,35046300
2020-06-10,236.96110601917746,239.6396747517049,236.43892270772707,238.0924835205078,58084400
2020-06-11,234.16648545279313,235.54927515401135,226.23716418976267,226.29518127441406,72919400
2020-06-12,231.1978125307267,232.46456803955795,224.09043944339714,228.09378051757812,72034800
2020-06-15,224.76732474659516,231.54592436473544,223.8293425701695,230.86903381347656,45307400
2020-06-16,235.73295808085638,236.32282291402296,231.20744933205432,234.8336639404297,48890100
2020-06-17,236.33259040958998,237.39628639323357,234.71771723813941,235.57833862304688,34749300
2020-06-18,235.2591503784496,236.4582241046069,234.48556965716767,236.2164764404297,30578600
2020-06-19,238.58556179289178,238.846653359167,234.44684363574046,236.17776489257812,49422100
2020-06-22,236.04608862126173,239.13615601135754,235.75549871937096,239.01023864746094,24068700
2020-06-23,240.6085339751024,243.2820644461396,240.05639839968683,241.04443359375,32767400
2020-06-24,240.28888100367362,241.51909913034856,234.57371956987632,236.07516479492188,46032400
2020-06-25,236.1623287248205,238.6227500615306,233.58565665182246,238.3224639892578,36940800
2020-06-26,238.0802735595869,238.2546422572769,232.1713666955086,232.6944580078125,52824600
2020-06-29,232.45230642585742,235.24208754067178,229.91438958326594,235.23239135742188,34377800
2020-06-30,235.1645878078653,240.3857311222954,234.98053769858723,239.84327697753906,38909200
2020-07-01,239.88203890496425,243.640492646461,239.33958471150456,242.64276123046875,34689200
2020-07-02,245.09350490376303,246.304345453745,243.8245463723049,244.2895050048828,31956500
2020-07-06,247.44731360178469,250.81828876096506,247.4279360189303,250.29522705078125,34589000
2020-07-07,250.0433846972024,252.7072335133425,248.27069783964012,248.57098388671875,36578200
2020-07-08,249.8980513405506,251.87412123783332,248.46440591960516,251.84506225585938,30426300
2020-07-09,253.76307879730842,254.6348779384561,249.55904464248042,253.96649169921875,40312900
2020-07-10,253.8211521570096,255.95224262661074,251.13794105069408,255.70037841796875,32885300
2020-07-13,258.5483501596133,261.33813136183994,249.61718957598762,250.44056701660156,64108100
2020-07-14,247.9122885299326,252.62005116382127,244.84159918835743,252.21319580078125,72230500
2020-07-15,253.62743583387277,254.46050931992426,249.42340192195186,252.72657775878906,54523900
2020-07-16,249.9368500433099,251.64172298182658,247.61204212085593,251.0023956298828,47594100
2020-07-17,251.4576875536162,252.15513292727434,249.11351668766693,251.29302978515625,35137900
2020-07-20,251.93224784352324,259.0519942866345,250.68268201425417,258.42236328125,40610100
2020-07-21,259.99169101762396,260.00138720223913,254.88679762542333,255.7295379638672,43243800
2020-07-22,256.2235452413886,257.56031787936155,254.32492605858337,256.63037109375,29865500
2020-07-23,256.2235246159298,256.9306364895774,248.51287167065408,249.92715454101562,51363500
2020-07-24,246.08149281997981,248.88095504186902,243.44671788828902,247.5538787841797,54054500
2020-07-27,249.2006350853051,252.35848655129203,248.41601291957087,251.9710235595703,36445700
2020-07-28,251.18639001311007,251.70948128707653,248.47411963241382,248.76470947265625,31302400
2020-07-29,250.30492740472042,252.4941363585927,249.83028741655778,251.6320037841797,27556900
2020-07-30,249.66555845498073,253.51118819576126,248.51283619474353,252.94937133789062,41774500
2020-07-31,257.57964536570734,257.6184005335109,252.67816607292343,257.4634094238281,53686300
2020-08-03,259.6041759846218,261.686815513983,259.4782438559781,260.9409484863281,32081600
2020-08-04,260.4371758524225,262.00644954175635,259.6913089511212,261.9095764160156,24911300
2020-08-05,262.3939665252811,263.01390144695273,261.502774971057,262.5586242675781,21612100
2020-08-06,262.364857095784,266.3654777953082,261.72552993096997,266.0361328125,28048200
2020-08-07,265.49376689066605,266.26872268917197,260.81509135094717,262.9655456542969,44969400
2020-08-10,263.2561114656421,263.4595539724637,258.3159054252464,261.84185791015625,35088400
2020-08-11,260.6794428371685,261.96779381935687,256.3398089473688,256.88226318359375,43104300
2020-08-12,259.0423534851985,264.2925406753799,258.9939021343989,263.3432312011719,38773400
2020-08-13,264.11817104349865,266.22017320636945,263.00420390284296,263.9438171386719,31895700
2020-08-14,264.5637672050844,264.8349942598147,262.23895965574815,263.63385009765625,30799500
2020-08-17,265.3483861002516,267.19855367130015,263.6726020034328,266.6948547363281,24803000
2020-08-18,267.7604712724752,269.7365419310849,266.2977663060148,269.26190185546875,23529500
2020-08-19,269.2230968313442,270.278946136403,266.93704429449025,267.450439453125,31999400
2020-08-20,266.6561106078357,271.64476706010356,266.249255233165,271.1604309082031,27723400
2020-08-21,271.35422273732866,273.4949806108015,270.7051991777764,273.0397033691406,34748900
2020-08-24,276.31378179636124,277.04028604297747,272.4584552854992,274.7445373535156,36418500
2020-08-25,273.96964744347974,277.09847045792617,273.5240663426138,276.90472412109375,34866600
2020-08-26,278.15422650985164,283.06540183857453,276.87557206423196,282.81353759765625,42216700
2020-08-27,283.7919317388994,284.6443681132464,279.66537818196184,281.93206787109375,49482700
2020-08-28,283.17194586403986,283.99532318892926,281.81581062620904,283.3656921386719,28021000
2020-08-31,283.88876503204864,287.45347158661184,283.4528507231439,285.6420593261719,36321000
2020-09-01,288.29623647989314,290.6404363820937,286.5235792315615,290.5242004394531,36216200
2020-09-02,293.77893699616067,293.9920460868233,287.58913630721935,293.2752380371094,50836800
2020-09-03,288.7611745695715,289.2648734467162,275.5000504370613,278.40606689453125,110083300
2020-09-04,276.61405721893505,279.8784781117177,263.28511702709073,274.6960754394531,123959000
2020-09-08,263.69194776409694,269.5039809706571,261.2121492942203,261.4930725097656,99568600
2020-09-09,267.00486597040225,271.276685103377,264.4475567268042,269.1746826171875,64837900
2020-09-10,272.1387213213763,273.35925753369855,262.0839009626864,263.8081359863281,69667500
2020-09-11,265.56148651398627,266.5979728970853,258.538612831365,261.9774169921875,71809000
2020-09-14,265.76487000260346,268.5352876518593,264.40873494002557,266.5398254394531,38525200
2020-09-15,270.28859848762613,271.6641259968368,266.5107828799759,270.3176574707031,41849900
2020-09-16,271.1120019026821,271.5769456767523,265.65837224757234,266.007080078125,42321000
2020-09-17,259.16829049741744,265.80370239330125,258.3255502337287,261.8515319824219,81570800
2020-09-18,263.2755255974754,263.56611554332915,254.40248132506957,258.5096435546875,86251100
2020-09-21,254.24746019118726,259.2651764082833,251.96137782768182,259.12957763671875,57168600
2020-09-22,261.53180320911434,264.52499682142775,258.1899017871474,263.9438171386719,41128900
2020-09-23,263.62412640581596,263.80817648391275,255.00294996415778,255.8844451904297,48837300
2020-09-24,253.20123895868878,260.282230331333,253.0365516786492,257.075927734375,70631700
2020-09-25,257.57965033529524,263.86632399265034,256.0200725875754,263.0526428222656,55242400
2020-09-28,267.9153895133772,268.5159912109375,263.1592342187727,268.5159912109375,58438300
2020-09-29,267.95416977163757,269.0100192002007,266.7433292028904,267.30517578125,27050000
2020-09-30,267.49889696954085,272.28414134147573,267.2276698601069,269.1359558105469,49380800
2020-10-01,272.9621034633101,274.01795244352866,271.0731811535415,273.4076843261719,50020200
2020-10-02,267.3729744422697,273.3981186115623,264.8738123840696,265.716552734375,75497400
2020-10-05,267.68293450365394,271.702919156997,267.576394726391,271.3832702636719,28184600
2020-10-06,270.69543713257326,272.3809171702395,265.65833025839567,266.5398254394531,49704200
