Date,Close,High,Low,Open,Volume
2020-04-02,179.86993408203125,183.82493724323226,174.99630746560084,175.25739908499568,56465300
2020-04-03,177.3170928955078,180.89497055106096,175.30575032190822,179.42514044821738,47487600
2020-04-06,189.994384765625,191.12576244843973,182.94502697112964,184.19243885060902,64763500
2020-04-07,189.91696166992188,195.97033270687902,189.5301713039972,195.68989714974296,69904500
2020-04-08,193.9493408203125,194.52952641428732,189.694572688958,191.60921023275824,45940400
2020-04-09,194.22975158691406,196.51185021730672,192.46015684446024,195.67057303429524,68252600
2020-04-13,196.32809448242188,196.7052202149705,192.18937601826093,193.39811423221227,42853900
2020-04-14,204.86668395996094,205.48555751946222,199.60625132664518,200.3895115615489,63959600
2020-04-15,202.51683044433594,204.83761669349465,200.28308456141082,201.59819234273584,47036000
2020-04-16,206.2107696533203,207.29379453080304,202.76828507408675,204.70226650108154,64657400
2020-04-17,208.18341064453125,209.36314041849667,205.07937891942547,209.034367138567,62863200
2020-04-20,205.71763610839844,208.75398674833977,205.55324943661512,206.31716570609163,38249100
2020-04-21,198.12672424316406,204.1897600730919,196.908321271094,203.64824764106075,72932800
2020-04-22,204.0060577392578,205.34050981383967,201.4532025238246,202.19778959856612,40089100
2020-04-23,203.5708770751953,207.3614786768966,203.164742770203,204.79894458489593,43278500
2020-04-24,206.78126525878906,207.22608742466065,202.58452961842036,204.0060069732397,34231900
2020-04-27,208.4445343017578,209.47922153928954,207.419526415487,209.05374322685066,36451700
2020-04-28,204.51853942871094,210.14643256069022,204.23811860921205,210.14643256069022,46862800
2020-04-29,211.77096557617188,212.70894774566213,208.03838084384876,209.05372404078335,48716400
2020-04-30,211.68392944335938,212.77661885837904,210.17542637085984,212.6895932399902,43359500
2020-05-01,205.71763610839844,209.51790301781625,204.69261342622312,207.4195346707809,48795000
2020-05-04,208.11573791503906,208.33814164277166,204.1510701757507,204.4798582249158,32841000
2020-05-05,210.4752197265625,212.8733527638339,209.69195954437646,210.2624805715109,37783100
2020-05-06,211.77096557617188,213.74362013312737,210.91034443412596,212.15775595828634,36455200
2020-05-07,214.4978790283203,215.3778293304014,213.14408322762208,214.4978790283203,38624800
2020-05-08,217.43751525878906,217.57289335778523,215.1360728207483,216.17075988494517,31852300
2020-05-11,219.38119506835938,220.40620294149713,215.88069314195872,216.1127762426178,35714100
2020-05-12,214.78799438476562,220.57061006272218,214.75898584082177,219.98074507734898,41054100
2020-05-13,212.09974670410156,217.19579206737671,209.5565710753828,215.31016306354104,65521200
2020-05-14,214.507568359375,214.5462414986629,208.86034569639793,210.77498332598162,51549300
2020-05-15,215.90000915527344,215.95802623415463,211.12307292596626,211.5582157726819,55747200
2020-05-18,219.9226837158203,221.1314220682709,218.0273902420376,218.8106503336085,42398100
2020-05-19,219.3715362548828,222.26284409531843,219.2264935350904,220.18380499593798,36237300
2020-05-20,223.75198364257812,224.1097654897934,221.90502781350662,221.92437175946912,37417000
2020-05-21,221.31517028808594,224.4772342014089,220.80266636623062,223.80034362113847,43642900
2020-05-22,222.07908630371094,222.28214608657132,219.990382863648,220.90902107183743,28762400
2020-05-26,221.47952270507812,225.86000374075985,221.2377750527059,225.65692922052068,33055300
2020-05-27,222.6882781982422,222.80432711383244,216.54789620591743,221.14110195640518,55665600
2020-05-28,222.39816284179688,225.76328583852202,221.48918936015676,221.547206432584,42784300
2020-05-29,225.65696716308594,225.8890502602244,221.20880370946887,222.7753387937141,50691800
2020-06-01,226.3338165283203,226.7109422705384,224.34181826147068,224.78664042785624,25776000
2020-06-02,227.85203552246094,227.91005260674,224.3515189681753,226.75933125151207,33383400
2020-06-03,228.87704467773438,229.6312962879261,227.58128060433918,228.46123097949086,37228700
2020-06-04,227.2718505859375,229.9407399295683,225.9664070806749,228.52894159931833,38716100
2020-06-05,231.7779998779297,232.36786478656794,227.85202005376001,228.4225410172492,47365600
2020-06-08,233.57656860351562,233.7022673406295,230.05672361733778,231.6329081688948,32937300
2020-06-09,235.2688446044922,236.1197864027292,232.53225910235722,232.71598969956634,35046300
2020-06-10,238.09243774414062,239.63962867787012,236.4388772492784,236.96106046033228,58084400
2020-06-11,226.29519653320312,235.5492910367919,226.2371794446397,234.16650124233396,72919400
2020-06-12,228.0937957763672,232.46458359073958,224.0904544343747,231.19782799716617,72034800
2020-06-15,230.8690643310547,231.54595497178877,223.8293721572013,224.76735445761477,45307400
2020-06-16,234.8336944580078,236.32285362512326,231.2074793783913,235.73298871530136,48890100
2020-06-17,235.57823181152344,237.39617875745026,234.71761081682283,236.3324832560878,34749300
2020-06-18,236.2165069580078,236.4582546534172,234.48559995112433,235.25918077234766,30578600
2020-06-19,236.1777801513672,238.8466687903855,234.4468587826995,238.58557720724193,49422100
2020-06-22,239.0102081298828,239.13612547770188,235.75546861736825,236.0460584821556,24068700
2020-06-23,241.04443359375,243.2820644461396,240.05639839968683,240.6085339751024,32767400
2020-06-24,236.0751190185547,241.5190522983704,234.57367408464822,240.28883441024203,46032400
2020-06-25,238.32241821289062,238.62270422748523,233.58561178528907,236.16228336336656,36940800
2020-06-26,232.69447326660156,238.2546578806715,232.1713819199963,238.08028917154738,52824600
2020-06-29,235.2323760986328,235.24207228125374,229.91437466943898,232.45229134740373,34377800
2020-06-30,239.84326171875,240.3857158289955,234.98052274916483,235.16457284673368,38909200
2020-07-01,242.6427001953125,243.64043136033214,239.33952450724018,239.88197856424915,34689200
2020-07-02,244.28945922851562,246.3042992998255,243.82450068306434,245.09345897673776,31956500
2020-07-06,250.29530334472656,250.8183652143479,247.42801143887996,247.44738902764095,34589000
2020-07-07,248.5709991455078,252.70724902603953,248.2707130799958,250.04340004637635,36578200
2020-07-08,251.84506225585938,251.87412123783332,248.46440591960516,249.8980513405506,30426300
2020-07-09,253.966552734375,254.634939134244,249.5591046184055,253.76313978357894,40312900
2020-07-10,255.7003631591797,255.95222735279182,251.13792606416612,253.8211370103624,32885300
2020-07-13,250.44049072265625,261.3380517480723,249.61711353287512,258.5482713957216,64108100
2020-07-14,252.21316528320312,252.620020597014,244.8415695627361,247.91225853276052,72230500
2020-07-15,252.7265625,254.4604939564462,249.42338686259757,253.62742052069288,54523900
2020-07-16,251.00238037109375,251.6417076841719,247.61202706817122,249.93683484929684,47594100
2020-07-17,251.29296875,252.15507168272669,249.11345618188042,251.45762647846715,35137900
2020-07-20,258.4224548339844,259.0520860624318,250.68277082500842,251.93233709696818,40610100
2020-07-21,255.7295379638672,260.00138720223913,254.88679762542333,259.99169101762396,43243800
2020-07-22,256.6303405761719,257.5602872511974,254.32489581516063,256.22351477218876,29865500
2020-07-23,249.92715454101562,256.9306364895774,248.51287167065408,256.2235246159298,51363500
2020-07-24,247.55392456054688,248.8810010636322,243.44676290518152,246.0815383240811,54054500
2020-07-27,251.97108459472656,252.3585476803038,248.41607309359387,249.20069544938778,36445700
2020-07-28,248.7647247314453,251.7094967264927,248.4741348733786,251.18640542044076,31302400
2020-07-29,251.6320037841797,252.4941363585927,249.83028741655778,250.30492740472042,27556900
2020-07-30,252.94944763183594,253.51126465916033,248.51291115055238,249.66563375847073,41774500
2020-07-31,257.4633483886719,257.618339461612,252.67810617217336,257.57958430299584,53686300
2020-08-03,260.9409484863281,261.686815513983,259.4782438559781,259.6041759846218,32081600
2020-08-04,261.90966796875,262.00654112835355,259.6913997284412,260.4372668904667,24911300
2020-08-05,262.5586853027344,263.01396258794404,261.5028357607674,262.3940275221605,21612100
2020-08-06,266.03619384765625,266.3655389060242,261.72558997716914,262.3649172886603,28048200
2020-08-07,262.9654235839844,266.26859908550324,260.8149702788895,265.49364364673687,44969400
2020-08-10,261.841796875,263.4594925602236,258.3158452119872,263.25605010082427,35088400
2020-08-11,256.8822021484375,261.9677315758799,256.33974804109954,260.6793808998034,43104300
2020-08-12,263.3432312011719,264.2925406753799,258.9939021343989,259.0423534851985,38773400
2020-08-13,263.9438171386719,266.22017320636945,263.00420390284296,264.11817104349865,31895700
2020-08-14,263.6338195800781,264.83496360319526,262.2389292996389,264.5637365798614,30799500
2020-08-17,266.69488525390625,267.19858424651596,263.67263217517814,265.3484164637549,24803000
2020-08-18,269.2618713378906,269.7365113597121,266.29773612438555,267.760440925066,23529500
2020-08-19,267.450439453125,270.278946136403,266.93704429449025,269.2230968313442,31999400
2020-08-20,271.160400390625,271.6447364880161,266.249225268312,266.65608059719347,27723400
2020-08-21,273.0396423339844,273.4949194738728,270.705138664474,271.3541620789439,34748900
2020-08-24,274.7445373535156,277.04028604297747,272.4584552854992,276.31378179636124,36418500
2020-08-25,276.90460205078125,277.09834830220285,273.52394576262606,273.9695266670626,34866600
2020-08-26,282.8136291503906,283.0654934728427,276.87566169472103,278.1543165542683,42216700
2020-08-27,281.93212890625,284.6444297355855,279.665438726405,283.7919931766955,49482700
2020-08-28,283.3656921386719,283.99532318892926,281.81581062620904,283.17194586403986,28021000
2020-08-31,285.64208984375,287.4535022977186,283.4528810068302,283.8887953623074,36321000
2020-09-01,290.5242614746094,290.6404974416695,286.523639426242,288.2962970469847,36216200
2020-09-02,293.2752380371094,293.9920460868233,287.58913630721935,293.77893699616067,50836800
2020-09-03,278.4061279296875,289.2649368624561,275.50011083512953,288.7612378748852,110083300
2020-09-04,274.69610595703125,279.878509205039,263.28514627695944,276.6140879495929,123959000
2020-09-08,261.4930725097656,269.5039809706571,261.2121492942203,263.69194776409694,99568600
2020-09-09,269.1747131347656,271.27671585926885,264.4475867084462,267.0048962419782,64837900
2020-09-10,263.80816650390625,273.35928915615955,262.08393128080337,272.1387528026445,69667500
2020-09-11,261.97747802734375,266.5980350087326,258.5386730653531,265.5615483841543,71809000
2020-09-14,266.5398254394531,268.5352876518593,264.40873494002557,265.76487000260346,38525200
2020-09-15,270.31768798828125,271.66415666642484,266.510812967776,270.28862900192365,41849900
2020-09-16,266.0070495605469,271.5769145201731,265.6583417699996,271.11197079944344,42321000
2020-09-17,261.85150146484375,265.803671415116,258.3255201270873,259.1682602925586,81570800
2020-09-18,258.509521484375,263.5659910853103,254.40236119419177,263.2754012766754,86251100
2020-09-21,259.1295166015625,259.2651153411882,251.96131848091713,254.2474003059607,57168600
2020-09-22,263.9438171386719,264.52499682142775,258.1899017871474,261.53180320911434,41128900
2020-09-23,255.8844451904297,263.80817648391275,255.00294996415778,263.62412640581596,48837300
2020-09-24,257.07598876953125,260.282292127732,253.03661175477382,253.20129907391356,70631700
2020-09-25,263.0526428222656,263.86632399265034,256.0200725875754,257.57965033529524,55242400
2020-09-28,268.5159912109375,268.5159912109375,263.1592342187727,267.9153895133772,58438300
2020-09-29,267.3051452636719,269.00998848798474,266.7432987494569,267.9541391799654,27050000
2020-09-30,269.1358947753906,272.2840795923681,267.22760925771536,267.4988363056399,49380800
2020-10-01,273.40771484375,274.01798302922447,271.073211410544,272.9621339311528,50020200
2020-10-02,265.7164611816406,273.39802441214164,264.8737211217017,267.3728823188146,75497400
2020-10-05,271.3832092285156,271.70285804995046,267.57633454741597,267.68287430071763,28184600
2020-10-06,266.5398254394531,272.3809171702395,265.65833025839567,270.69543713257326,49704200
2020-10-07,271.1507568359375,271.94504563646274,268.593447834641,269.1843532957188,27539700
2020-10-08,272.59405517578125,273.62084537233886,271.52850981288265,273.5530312216248,25443300
2020-10-09,276.7593688964844,276.83687923895894,273.8533518459046,274.2408148736751,30201100
2020-10-12,285.3030700683594,288.14127299893624,280.4015902734711,281.4477434190828,79370700
2020-10-13,285.29339599609375,287.7441360834774,283.9275643101791,287.10483828810493,64240000
2020-10-14,282.9104309082031,287.0660433720436,281.16683258458767,286.09737106747224,36949100
2020-10-15,281.0118103027344,281.60268615345586,277.56333964583695,278.20266684333313,42514200
2020-10-16,279.47174072265625,284.0826021875186,279.12300321535713,282.6586522859257,40570700
2020-10-19,274.9091491699219,282.3485738792417,273.9308103830915,281.38956833207254,36756800
2020-10-20,275.5001220703125,278.60955221106565,274.08586863718256,275.64541701865875,32195400
2020-10-21,275.2869873046875,278.31893637761823,274.80265114764507,275.7519606576001,29306100
2020-10-22,275.2772216796875,277.02084914210786,272.02249771494377,276.1199616505042,32196200
2020-10-23,275.8197326660156,275.9844199589692,272.9524710243989,275.8487916516508,24658500
2020-10-26,271.6834411621094,276.36211398632815,268.08967626457763,273.5336082576832,38421100
2020-10-27,273.8049011230469,274.6282784460207,271.4219756705786,272.6812377681638,30559100
2020-10-28,263.1301574707031,269.9108635632085,262.8782932132911,269.30059528503784,53413500
2020-10-29,267.7314147949219,270.73427598912406,263.9826272715869,264.4476007282084,43246300
2020-10-30,260.9409484863281,266.61735396571,258.70331784183105,265.74555480941143,65838300
2020-11-02,261.5221252441406,264.9512034697704,258.6064125288325,263.33353748705593,39987400
2020-11-03,266.0458679199219,268.14790002845734,262.3552284523277,263.44013680710646,43604100
2020-11-04,277.92181396484375,279.7235305179656,273.0396965784712,274.7058143616717,75728200
2020-11-05,285.16748046875,286.13615286346186,282.85233925585175,284.3344068372994,52054200
2020-11-06,285.3805847167969,286.1070890757112,280.7503314517777,284.50878539840727,40959800
2020-11-09,279.54913330078125,289.7686437219522,279.0938561409173,288.32530190451445,86537100
2020-11-10,274.5411071777344,277.67959586606815,271.82880709067126,276.23628364657446,69024900
2020-11-11,280.6824951171875,281.15713508451313,274.5023611131332,277.0693367959135,36102900
2020-11-12,279.36505126953125,282.9200911831829,278.25108417296354,281.65113299017105,34414600
2020-11-13,281.81585693359375,282.4358214650626,278.8517217261563,281.07968600439443,24806900
2020-11-16,284.0147705078125,284.31505659852326,280.90531069904125,281.5155790645298,30168400
2020-11-17,283.1138916015625,284.5378413120914,282.47456422524976,284.2084962203311,21843500
2020-11-18,281.02154541015625,284.1794270021254,280.9343684385514,282.56176059311866,28069600
2020-11-19,283.220458984375,283.5304412667815,279.80104637821046,280.4694327414768,22718400
2020-11-20,281.28314208984375,283.88887363549014,281.19596510701854,283.1429768465292,25907300
2020-11-23,281.29278564453125,283.57883826388525,279.0454586359381,282.2808208265603,26875600
2020-11-24,285.2449645996094,285.7389969863995,280.5565937015867,282.3583101873505,24516800
2020-11-25,286.9982604980469,287.63758783613304,285.3612017599633,286.3105113640674,23326800
2020-11-27,289.6427001953125,290.7663635575965,288.5674586211273,288.964617792743,17163100
2020-11-30,290.23358154296875,290.5726227506342,285.54521129167284,289.9623544891428,27836200
2020-12-01,293.9533386230469,295.5807308347324,291.4057253044322,292.5100261065924,27521300
2020-12-02,294.3310852050781,294.67012642346486,290.94073214427607,292.7812036078335,23620000
2020-12-03,294.7476501464844,296.2975319695526,294.02114581331523,294.64111036715735,22828700
2020-12-04,295.94873046875,296.09405495316247,294.1179553173772,294.7960081446695,19332100
2020-12-07,297.6246643066406,297.992764634328,295.9488500216847,296.1329001855284,20851000
2020-12-08,298.6320495605469,298.9323356668614,295.3966869984687,297.14998183657787,18341500
2020-12-09,291.8706970214844,298.69982605072147,290.8051514014836,298.41893232118207,48839300
2020-12-10,293.042724609375,294.1663879904616,288.75151354612245,289.8364217591628,27519500
2020-12-11,292.3937072753906,292.51963939028485,289.1195905342581,291.38627991776616,26760400
2020-12-14,294.51519775390625,296.4622093940941,293.51746625263877,293.5852508614624,28804800
2020-12-15,297.663330078125,297.663330078125,294.58292958627936,296.77213852291385,25709000
2020-12-16,299.3004150390625,300.0850373345108,297.0143327553648,298.0605155236534,25461900
2020-12-17,301.2571105957031,301.4895825075327,299.69756225128793,300.89870654445417,23730500
2020-12-18,300.34649658203125,302.2063601921427,297.97323789416714,301.89637799686926,41173400
2020-12-21,299.7846374511719,300.3183610169851,294.621953268842,297.3973631952513,37095500
2020-12-22,300.59979248046875,301.5216813289548,297.7758433928853,300.6871274483182,26176300
2020-12-23,299.0860290527344,301.007458230364,298.9307569630563,300.64840447959983,21201300
2020-12-24,300.4056396484375,300.85202816241014,299.2702556605994,299.3478768571178,16785000
2020-12-28,303.4333801269531,303.9089099228479,301.1819803546724,303.0161032493199,22497700
2020-12-29,303.705078125,305.3839288922084,302.80258737229826,304.76284088060305,25871900
2020-12-30,303.7149353027344,305.1899756041934,303.09384699783345,304.86974730737415,18138100
2020-12-31,304.4620666503906,304.9472806430712,302.540638193047,303.61779904154423,21611400
2021-01-04,300.1630554199219,305.96622500147066,296.1551834005593,305.7915254696362,45305900
2021-01-05,302.6376953125,302.9094436130417,299.17328947709655,299.17328947709655,29323400
2021-01-06,298.4454345703125,302.65708852461785,296.9315692637921,297.9213951595594,52809600
2021-01-07,305.6653747558594,306.49992849133855,301.07524036540093,301.10435201628724,30394800
2021-01-08,309.59564208984375,309.94501156793547,305.7624396631824,307.955616408928,33955800
2021-01-11,305.1219482421875,307.81002281876107,304.47174852942106,306.63581337164305,32746400
2021-01-12,304.6368713378906,306.2477562882741,301.99730512208134,305.1608813079624,29266800
2021-01-13,306.69415283203125,307.48988149060335,304.29719386672366,304.89885464410844,22898400
2021-01-14,305.05401611328125,308.13996972588734,304.57848630427935,307.14043017406425,23500100
2021-01-15,302.6376953125,305.8013004189801,301.3955485198215,304.8405860696371,35118700
2021-01-19,307.0530700683594,307.55768187330176,303.8603542484507,304.95694242342614,24537000
2021-01-20,314.1954650878906,315.1367814390543,307.150177897075,310.6728363000391,30728100
2021-01-21,316.7088317871094,317.45608021565903,314.1566313145356,315.53462233309995,25130600
2021-01-22,315.79681396484375,316.80603814921164,315.10778849757736,315.67065353801684,21609400
2021-01-25,318.4071350097656,320.5518023348643,311.90528480831307,319.18349522307534,39080600
2021-01-26,318.87286376953125,320.0082773137915,317.54338243645185,319.1251844716126,25498100
2021-01-27,309.98382568359375,316.6215500084764,307.9750325074136,316.61186586622944,55264000
2021-01-28,311.8179626464844,316.76715185485585,310.5661021114875,311.18719030764925,42836300
2021-01-29,305.2578430175781,311.2356833198105,303.5110843851895,310.12938113488104,55259000
2021-02-01,312.885498046875,313.9723729785077,306.6747333830526,308.7029249278173,35646000
2021-02-02,317.98992919921875,319.1447412126092,315.6900189320008,315.8550047689654,33930800
2021-02-03,316.7283935546875,320.43543677138626,316.670170225849,320.0666692786615,24824500
2021-02-04,320.4741516113281,320.56148658252033,316.8059347456866,318.12573230119,22350900
2021-02-05,321.5610656738281,322.5703192674995,319.785195145218,321.42522112926486,22732000
2021-02-08,323.7154235839844,323.87069564867556,321.6096109896816,323.2496370050291,20462800
2021-02-09,323.6474914550781,324.9090361637729,322.7740824558569,322.78379621388433,17597500
2021-02-10,322.90997314453125,325.5398251895536,319.7560815961624,325.0837227656463,28068700
2021-02-11,324.6858215332031,325.0934143669408,322.29857669306926,324.44321450755615,22046100
2021-02-12,326.50048828125,326.66544444457844,322.7934464879868,323.8414956197697,20346800
2021-02-16,325.6175231933594,328.189152289969,324.4529973761557,327.2963452147633,27080800
2021-02-17,324.0550231933594,325.73387433759797,320.4062339586188,322.6382065694726,31360300
2021-02-18,322.6382141113281,323.99680745469755,318.6497394365605,320.464464761937,32236200
2021-02-19,321.2310791015625,324.11325156462794,320.2121415057278,323.9870911810246,39157700
2021-02-22,312.90484619140625,318.10632671280536,312.7010645779116,316.84478199958846,47256900
2021-02-23,311.97314453125,313.6422815571386,301.8030503717538,307.6256172599548,97241900
2021-02-24,314.54486083984375,314.8554049355701,306.6164503317963,309.3142392312998,58206300
2021-02-25,303.5790100097656,314.4478165943364,302.0360328819496,311.8859018058299,110182600
2021-02-26,304.8503112792969,309.67331072300743,301.6867060539755,306.50973511280273,104739800
2021-03-01,314.0208435058594,314.3604992835473,308.53793034644156,309.82858676351515,49164500
2021-03-02,308.9843444824219,314.73897681544736,308.7320532792917,314.6613555872041,48370000
2021-03-03,300.01751708984375,308.8289900952509,299.95929378040034,307.8876737724334,86301100
2021-03-04,295.1072082519531,302.8124101821349,291.23517977006145,299.6488049157798,139131600
2021-03-05,299.5517578125,300.45424889515215,288.65386851150015,297.7273481302888,121523700
2021-03-08,291.0701599121094,300.890885967631,290.6528830037879,299.00825338693573,88409800
2021-03-09,302.5503845214844,304.45244508662654,297.8438315171769,298.37755517278356,80391100
2021-03-10,301.686767578125,307.11145845390996,300.9977717478163,306.8106280372207,76798100
2021-03-11,308.6349792480469,310.40113598574584,305.5393110589751,306.43208837867047,53484800
2021-03-12,306.13116455078125,308.8192686777692,302.18154566641954,304.5784740511134,69315600
2021-03-15,309.40167236328125,309.5666582212012,304.8115650054051,306.45159136331046,42955700
2021-03-16,311.0998840332031,314.61285927290646,309.6636691368133,311.59481193134866,54925900
2021-03-17,312.3808288574219,314.27317567651005,306.3447643229123,308.0624411751943,78258700
2021-03-18,302.8124084472656,308.47970529373805,302.35630603181596,307.4995633846593,82718100
2021-03-19,303.8799133300781,305.4228906780731,300.502812392977,302.6474505114344,78446200
2021-03-22,309.57855224609375,311.6481792452934,306.2749357980475,306.2749357980475,56194800
2021-03-23,308.2279968261719,311.98829200966463,307.4118112528378,310.66685717260526,53455400
2021-03-24,303.0296325683594,309.6368954739455,302.8838904448759,309.5980210235108,64803700
2021-03-25,302.5050048828125,304.0208122934493,298.67671568016254,301.183569771648,78729000
2021-03-26,307.04266357421875,307.3632963466623,300.8921068098596,302.2912612875947,63519600
2021-03-29,306.95513916015625,308.0045121611311,303.6126478940597,306.508186738678,54608000
2021-03-30,305.4101867675781,305.9834588710033,302.70899076791363,304.99238280868605,44635700
2021-03-31,310.0838623046875,311.648210590427,306.85796477633806,307.1980495153089,55032500
2021-04-01,315.36968994140625,315.50570605795934,313.65956971601975,313.9122092000032,55685600
2021-04-05,321.666015625,322.43363051799207,317.6142354184013,317.85714889633965,42172500
2021-04-06,321.4425354003906,323.39553948505943,320.6651945249432,321.35509011175077,33537200
2021-04-07,322.2198486328125,323.05548637256453,320.0336274456141,320.9664068494458,32046400
2021-04-08,325.58172607421875,325.76634265924423,324.2797136052363,325.07647679823907,29940800
2021-04-09,327.55419921875,327.7582678671468,323.4829970654608,324.2214337918522,36664900
2021-04-12,327.12664794921875,327.54445190282576,325.24163749281007,326.5145014042746,25833000
2021-04-13,330.9452819824219,331.41165681721344,328.4383986353373,328.6521636521234,30374000
2021-04-14,326.9712219238281,331.31451549227876,326.1550363096084,331.18819575689,42564300
2021-04-15,331.9266052246094,332.3152904254535,326.6894072166839,329.84728173217786,36342800
2021-04-16,332.3152770996094,332.5290420904946,330.4399630035412,332.4512931924365,40860100
2021-04-19,329.2740783691406,331.89752610756847,327.3501929722745,330.7412852469159,34533100
